Timestamp: Dec 16, 2007 6:01:14 PM
AgentEnergy: 10.0
AgentExtinguishBonus: 1.0
AgentShotStrengthPercent: 100.0
AgentVisibility: 15.0
GridSize: 100.0
IgnitionProbability: 0.02
MaxFireStrength: 100.0
MaxFlamability: 100.0
MaxFuelLevel: 100.0
NumberOfFirefighters: 10.0
NumberOfFires: 5.0
ShowFlamability: false
ShowFuelLevel: false


"run","tick","RngSeed","numberOfFires","numberOfFirefighters","maxFlamability","maxFuelLevel","maxFireStrength","gridSize","ignitionProbability","agentEnergy","agentVisibility","agentExtinguishBonus","agentShotStrengthPercent"
1,458.0,1,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
2,158.0,1197849678531,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
3,609.0,1197849679812,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
4,1105.0,1197849684406,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
5,1744.0,1197849692875,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
6,1013.0,1197849705375,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
7,1718.0,1197849712890,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
8,1671.0,1197849725703,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
9,1615.0,1197849738312,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
10,744.0,1197849750390,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
11,2268.0,1197849756031,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
12,1621.0,1197849773250,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
13,2606.0,1197849785046,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
14,123.0,1197849803921,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
15,912.0,1197849804921,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
16,136.0,1197849811562,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
17,1489.0,1197849812625,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
18,634.0,1197849823593,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
19,776.0,1197849828296,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
20,398.0,1197849834093,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
21,929.0,1197849837046,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
22,453.0,1197849843718,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
23,734.0,1197849847093,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
24,1262.0,1197849852531,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
25,2087.0,1197849861750,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
26,125.0,1197849877203,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
27,3606.0,1197849878203,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
28,1282.0,1197849903828,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
29,252.0,1197849912718,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
30,700.0,1197849914515,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
31,1569.0,1197849919406,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
32,2689.0,1197849930171,5.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0

End Time: Dec 16, 2007 6:05:48 PM
