Timestamp: Dec 16, 2007 7:01:36 PM
AgentEnergy: 10.0
AgentExtinguishBonus: 1.0
AgentShotStrengthPercent: 100.0
AgentVisibility: 50.0
GridSize: 100.0
IgnitionProbability: 0.02
MaxFireStrength: 100.0
MaxFlamability: 100.0
MaxFuelLevel: 100.0
NumberOfFirefighters: 100.0
NumberOfFires: 10.0
ShowFlamability: false
ShowFuelLevel: false


"run","tick","RngSeed","numberOfFires","numberOfFirefighters","maxFlamability","maxFuelLevel","maxFireStrength","gridSize","ignitionProbability","agentEnergy","agentVisibility","agentExtinguishBonus","agentShotStrengthPercent"
1,65.0,1,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
2,40.0,1197853300169,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
3,89.0,1197853302614,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
4,137.0,1197853307592,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
5,65.0,1197853314917,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
6,95.0,1197853318889,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
7,74.0,1197853324109,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
8,42.0,1197853327944,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
9,55.0,1197853330525,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
10,49.0,1197853333618,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
11,64.0,1197853336556,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
12,70.0,1197853340214,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
13,52.0,1197853344151,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
14,59.0,1197853347181,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
15,48.0,1197853350563,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
16,69.0,1197853353572,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
17,135.0,1197853357340,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
18,85.0,1197853365273,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
19,55.0,1197853370203,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
20,92.0,1197853373379,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
21,41.0,1197853378534,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
22,37.0,1197853380885,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
23,53.0,1197853383169,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
24,73.0,1197853386268,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
25,47.0,1197853390304,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
26,90.0,1197853393100,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
27,28.0,1197853397986,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
28,83.0,1197853399819,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
29,54.0,1197853404162,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
30,86.0,1197853407252,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
31,61.0,1197853411879,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
32,82.0,1197853415408,10.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0

End Time: Dec 16, 2007 7:03:39 PM
