Timestamp: Dec 16, 2007 9:33:12 PM
AgentEnergy: 10.0
AgentExtinguishBonus: 1.0
AgentShotStrengthPercent: 100.0
AgentVisibility: 1.0
GridSize: 100.0
IgnitionProbability: 0.02
MaxFireStrength: 100.0
MaxFlamability: 100.0
MaxFuelLevel: 100.0
NumberOfFirefighters: 50.0
NumberOfFires: 500.0
ShowFlamability: false
ShowFuelLevel: false


"run","tick","RngSeed","numberOfFires","numberOfFirefighters","maxFlamability","maxFuelLevel","maxFireStrength","gridSize","ignitionProbability","agentEnergy","agentVisibility","agentExtinguishBonus","agentShotStrengthPercent"
1,909.0,1,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
2,903.0,1197862414177,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
3,1159.0,1197862435450,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
4,1058.0,1197862461661,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
5,1038.0,1197862485956,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
6,797.0,1197862509675,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
7,1266.0,1197862528391,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
8,918.0,1197862556885,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
9,888.0,1197862577193,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
10,974.0,1197862597452,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
11,1037.0,1197862619566,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
12,905.0,1197862642948,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
13,908.0,1197862663650,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
14,924.0,1197862684477,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
15,1074.0,1197862704929,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
16,1228.0,1197862729088,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
17,816.0,1197862756558,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
18,980.0,1197862775557,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
19,895.0,1197862797808,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
20,867.0,1197862818282,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
21,779.0,1197862838383,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
22,748.0,1197862856465,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
23,1125.0,1197862873964,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
24,834.0,1197862899492,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
25,789.0,1197862918110,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
26,907.0,1197862935824,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
27,1137.0,1197862956088,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
28,1004.0,1197862980714,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
29,918.0,1197863002894,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
30,1237.0,1197863023358,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
31,822.0,1197863050187,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
32,1015.0,1197863068622,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0

End Time: Dec 16, 2007 9:44:50 PM
