Timestamp: Dec 16, 2007 7:21:29 PM
AgentEnergy: 10.0
AgentExtinguishBonus: 1.0
AgentShotStrengthPercent: 100.0
AgentVisibility: 1.0
GridSize: 100.0
IgnitionProbability: 0.02
MaxFireStrength: 100.0
MaxFlamability: 100.0
MaxFuelLevel: 100.0
NumberOfFirefighters: 100.0
NumberOfFires: 500.0
ShowFlamability: false
ShowFuelLevel: false


"run","tick","RngSeed","numberOfFires","numberOfFirefighters","maxFlamability","maxFuelLevel","maxFireStrength","gridSize","ignitionProbability","agentEnergy","agentVisibility","agentExtinguishBonus","agentShotStrengthPercent"
1,768.0,1,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
2,1002.0,1197854509061,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
3,852.0,1197854533501,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
4,880.0,1197854554142,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
5,938.0,1197854575638,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
6,839.0,1197854598294,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
7,798.0,1197854618644,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
8,859.0,1197854638106,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
9,868.0,1197854658709,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
10,1054.0,1197854679962,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
11,957.0,1197854704638,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
12,990.0,1197854727564,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
13,1049.0,1197854751178,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
14,873.0,1197854776406,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
15,947.0,1197854796882,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
16,1060.0,1197854819427,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
17,990.0,1197854844579,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
18,1250.0,1197854868306,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
19,891.0,1197854897517,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
20,1010.0,1197854918918,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
21,904.0,1197854942736,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
22,1140.0,1197854964298,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
23,1174.0,1197854990861,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
24,953.0,1197855018363,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
25,891.0,1197855041325,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
26,823.0,1197855062277,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
27,1023.0,1197855081340,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
28,924.0,1197855105216,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
29,784.0,1197855126836,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
30,1471.0,1197855145374,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
31,1047.0,1197855178781,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
32,1139.0,1197855203123,500.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0

End Time: Dec 16, 2007 7:33:49 PM
