Timestamp: Dec 16, 2007 8:13:38 PM
AgentEnergy: 10.0
AgentExtinguishBonus: 1.0
AgentShotStrengthPercent: 100.0
AgentVisibility: 1.0
GridSize: 100.0
IgnitionProbability: 0.02
MaxFireStrength: 100.0
MaxFlamability: 100.0
MaxFuelLevel: 100.0
NumberOfFirefighters: 50.0
NumberOfFires: 1.0
ShowFlamability: false
ShowFuelLevel: false


"run","tick","RngSeed","numberOfFires","numberOfFirefighters","maxFlamability","maxFuelLevel","maxFireStrength","gridSize","ignitionProbability","agentEnergy","agentVisibility","agentExtinguishBonus","agentShotStrengthPercent"
1,63.0,1,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
2,33.0,1197857621245,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
3,546.0,1197857622622,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
4,341.0,1197857635695,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
5,257.0,1197857644013,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
6,26.0,1197857650071,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
7,397.0,1197857650972,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
8,466.0,1197857660327,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
9,5.0,1197857671249,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
10,24.0,1197857671898,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
11,373.0,1197857672855,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
12,47.0,1197857681702,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
13,170.0,1197857683340,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
14,6.0,1197857687508,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
15,1.0,1197857688048,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
16,261.0,1197857688366,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
17,77.0,1197857694686,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
18,426.0,1197857696829,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
19,74.0,1197857706737,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
20,211.0,1197857708856,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
21,201.0,1197857714029,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
22,12.0,1197857718897,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
23,9.0,1197857719717,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
24,62.0,1197857720341,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
25,170.0,1197857722159,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
26,640.0,1197857726314,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
27,396.0,1197857740647,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
28,281.0,1197857749916,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
29,1249.0,1197857756798,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
30,474.0,1197857785113,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
31,98.0,1197857796327,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
32,32.0,1197857799032,1.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0

End Time: Dec 16, 2007 8:16:40 PM
