Timestamp: Dec 17, 2007 4:09:36 AM
AgentEnergy: 10.0
AgentExtinguishBonus: 1.0
AgentShotStrengthPercent: 100.0
AgentVisibility: 1.0
GridSize: 100.0
IgnitionProbability: 0.02
MaxFireStrength: 100.0
MaxFlamability: 100.0
MaxFuelLevel: 100.0
NumberOfFirefighters: 500.0
NumberOfFires: 500.0
ShowFlamability: false
ShowFuelLevel: false


"run","tick","RngSeed","numberOfFires","numberOfFirefighters","maxFlamability","maxFuelLevel","maxFireStrength","gridSize","ignitionProbability","agentEnergy","agentVisibility","agentExtinguishBonus","agentShotStrengthPercent"
1,775.0,1,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
2,954.0,1197864644324,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
3,813.0,1197864715853,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
4,983.0,1197864777705,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
5,700.0,1197864852007,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
6,744.0,1197864906055,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
7,837.0,1197864963093,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
8,624.0,1197865026248,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
9,724.0,1197865073916,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
10,1066.0,1197865128217,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
11,949.0,1197865209055,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
12,1537.0,1197865279834,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
13,925.0,1197865393949,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
14,780.0,1197865463290,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
15,980.0,1197865522788,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
16,853.0,1197865595959,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
17,903.0,1197865660657,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
18,1034.0,1197865728049,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
19,721.0,1197865805739,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
20,657.0,1197865859923,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
21,1338.0,1197865910262,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
22,584.0,1197866010434,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
23,1381.0,1197866055579,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
24,738.0,1197866156831,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
25,856.0,1197866212428,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
26,783.0,1197866275247,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
27,1612.0,1197866334045,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
28,764.0,1197866451223,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
29,669.0,1197866508637,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
30,836.0,1197866559094,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
31,626.0,1197866622380,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
32,966.0,1197866669173,500.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0

End Time: Dec 17, 2007 4:45:40 AM
