Timestamp: Dec 16, 2007 7:17:54 PM
AgentEnergy: 10.0
AgentExtinguishBonus: 1.0
AgentShotStrengthPercent: 100.0
AgentVisibility: 50.0
GridSize: 100.0
IgnitionProbability: 0.02
MaxFireStrength: 100.0
MaxFlamability: 100.0
MaxFuelLevel: 100.0
NumberOfFirefighters: 100.0
NumberOfFires: 5.0
ShowFlamability: false
ShowFuelLevel: false


"run","tick","RngSeed","numberOfFires","numberOfFirefighters","maxFlamability","maxFuelLevel","maxFireStrength","gridSize","ignitionProbability","agentEnergy","agentVisibility","agentExtinguishBonus","agentShotStrengthPercent"
1,25.0,1,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
2,70.0,1197854276755,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
3,41.0,1197854280990,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
4,21.0,1197854283583,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
5,26.0,1197854284994,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
6,30.0,1197854286732,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
7,66.0,1197854288728,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
8,45.0,1197854292585,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
9,28.0,1197854295459,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
10,24.0,1197854297232,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
11,69.0,1197854298991,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
12,39.0,1197854302890,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
13,71.0,1197854305413,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
14,25.0,1197854309389,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
15,41.0,1197854310923,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
16,45.0,1197854313442,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
17,61.0,1197854316189,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
18,35.0,1197854319633,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
19,101.0,1197854321836,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
20,32.0,1197854327106,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
21,59.0,1197854329093,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
22,43.0,1197854332495,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
23,55.0,1197854334990,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
24,50.0,1197854338227,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
25,25.0,1197854341408,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
26,40.0,1197854342862,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
27,36.0,1197854345308,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
28,33.0,1197854347467,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
29,39.0,1197854349458,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
30,59.0,1197854351782,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
31,75.0,1197854355160,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
32,41.0,1197854359289,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0

End Time: Dec 16, 2007 7:19:21 PM
