Timestamp: Dec 16, 2007 7:04:33 PM
AgentEnergy: 10.0
AgentExtinguishBonus: 1.0
AgentShotStrengthPercent: 100.0
AgentVisibility: 1.0
GridSize: 100.0
IgnitionProbability: 0.02
MaxFireStrength: 100.0
MaxFlamability: 100.0
MaxFuelLevel: 100.0
NumberOfFirefighters: 100.0
NumberOfFires: 5.0
ShowFlamability: false
ShowFuelLevel: false


"run","tick","RngSeed","numberOfFires","numberOfFirefighters","maxFlamability","maxFuelLevel","maxFireStrength","gridSize","ignitionProbability","agentEnergy","agentVisibility","agentExtinguishBonus","agentShotStrengthPercent"
1,151.0,1,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
2,1279.0,1197853478307,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
3,1688.0,1197853509302,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
4,199.0,1197853549887,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
5,1213.0,1197853555221,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
6,889.0,1197853583843,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
7,845.0,1197853605182,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
8,510.0,1197853625054,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
9,1890.0,1197853637577,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
10,1470.0,1197853681679,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
11,1432.0,1197853716288,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
12,150.0,1197853750378,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
13,3255.0,1197853754265,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
14,1287.0,1197853830526,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
15,291.0,1197853860860,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
16,349.0,1197853868075,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
17,692.0,1197853877067,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
18,294.0,1197853893753,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
19,449.0,1197853900896,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
20,287.0,1197853912080,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
21,149.0,1197853919289,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
22,1373.0,1197853923369,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
23,342.0,1197853955086,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
24,167.0,1197853963696,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
25,162.0,1197853967808,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
26,384.0,1197853971961,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
27,538.0,1197853981240,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
28,393.0,1197853994196,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
29,221.0,1197854003757,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
30,1401.0,1197854009306,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
31,321.0,1197854041468,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
32,489.0,1197854049764,5.0,100.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0

End Time: Dec 16, 2007 7:14:21 PM
