Timestamp: Dec 17, 2007 3:38:54 AM
AgentEnergy: 10.0
AgentExtinguishBonus: 1.0
AgentShotStrengthPercent: 100.0
AgentVisibility: 50.0
GridSize: 100.0
IgnitionProbability: 0.02
MaxFireStrength: 100.0
MaxFlamability: 100.0
MaxFuelLevel: 100.0
NumberOfFirefighters: 500.0
NumberOfFires: 1.0
ShowFlamability: false
ShowFuelLevel: false


"run","tick","RngSeed","numberOfFires","numberOfFirefighters","maxFlamability","maxFuelLevel","maxFireStrength","gridSize","ignitionProbability","agentEnergy","agentVisibility","agentExtinguishBonus","agentShotStrengthPercent"
1,12.0,1,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
2,8.0,1197862742109,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
3,1.0,1197862746440,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
4,1.0,1197862747844,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
5,5.0,1197862749087,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
6,5.0,1197862752051,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
7,3.0,1197862754872,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
8,10.0,1197862757034,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
9,8.0,1197862762384,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
10,1.0,1197862766479,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
11,2.0,1197862767876,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
12,5.0,1197862769817,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
13,4.0,1197862772743,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
14,10.0,1197862775116,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
15,12.0,1197862779997,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
16,5.0,1197862785768,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
17,8.0,1197862789648,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
18,7.0,1197862793808,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
19,1.0,1197862797391,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
20,4.0,1197862798489,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
21,9.0,1197862800465,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
22,14.0,1197862805066,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
23,16.0,1197862811713,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
24,2.0,1197862819134,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
25,8.0,1197862820817,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
26,10.0,1197862824954,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
27,5.0,1197862829691,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
28,9.0,1197862832513,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
29,3.0,1197862836754,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
30,9.0,1197862839621,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
31,2.0,1197862843894,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
32,9.0,1197862845666,1.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0

End Time: Dec 17, 2007 3:40:50 AM
