Timestamp: Dec 17, 2007 3:49:52 AM
AgentEnergy: 10.0
AgentExtinguishBonus: 1.0
AgentShotStrengthPercent: 100.0
AgentVisibility: 15.0
GridSize: 100.0
IgnitionProbability: 0.02
MaxFireStrength: 100.0
MaxFlamability: 100.0
MaxFuelLevel: 100.0
NumberOfFirefighters: 500.0
NumberOfFires: 10.0
ShowFlamability: false
ShowFuelLevel: false


"run","tick","RngSeed","numberOfFires","numberOfFirefighters","maxFlamability","maxFuelLevel","maxFireStrength","gridSize","ignitionProbability","agentEnergy","agentVisibility","agentExtinguishBonus","agentShotStrengthPercent"
1,12.0,1,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
2,21.0,1197863396126,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
3,11.0,1197863401202,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
4,17.0,1197863403509,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
5,14.0,1197863406514,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
6,12.0,1197863409021,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
7,22.0,1197863411539,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
8,15.0,1197863415088,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
9,21.0,1197863417922,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
10,21.0,1197863421470,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
11,38.0,1197863424922,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
12,22.0,1197863430037,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
13,15.0,1197863433958,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
14,18.0,1197863436600,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
15,11.0,1197863439623,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
16,18.0,1197863441950,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
17,12.0,1197863445883,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
18,14.0,1197863448214,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
19,16.0,1197863451057,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
20,14.0,1197863453771,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
21,18.0,1197863456598,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
22,13.0,1197863459767,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
23,20.0,1197863462181,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
24,11.0,1197863465553,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
25,25.0,1197863468717,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
26,13.0,1197863473363,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
27,17.0,1197863475799,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
28,12.0,1197863478645,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
29,21.0,1197863480901,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
30,15.0,1197863484238,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
31,23.0,1197863487027,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0
32,13.0,1197863490745,10.0,500.0,100.0,100.0,100.0,100.0,0.02,10.0,15.0,1.0,100.0

End Time: Dec 17, 2007 3:51:33 AM
