Timestamp: Dec 16, 2007 5:08:56 PM
AgentEnergy: 10.0
AgentExtinguishBonus: 1.0
AgentShotStrengthPercent: 100.0
AgentVisibility: 1.0
GridSize: 100.0
IgnitionProbability: 0.02
MaxFireStrength: 100.0
MaxFlamability: 100.0
MaxFuelLevel: 100.0
NumberOfFirefighters: 0.0
NumberOfFires: 5.0
ShowFlamability: false
ShowFuelLevel: false


"run","tick","RngSeed","numberOfFires","numberOfFirefighters","maxFlamability","maxFuelLevel","maxFireStrength","gridSize","ignitionProbability","agentEnergy","agentVisibility","agentExtinguishBonus","agentShotStrengthPercent"
1,4833.0,1,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
2,5073.0,1197846632620,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
3,3838.0,1197846738045,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
4,6721.0,1197846816252,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
5,3753.0,1197846951887,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
6,5649.0,1197847027462,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
7,5430.0,1197847139508,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
8,3847.0,1197847248496,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
9,3617.0,1197847338765,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
10,3278.0,1197847408889,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
11,3184.0,1197847475790,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
12,3267.0,1197847541044,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
13,3999.0,1197847607046,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
14,4037.0,1197847688334,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
15,9637.0,1197847767689,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
16,3487.0,1197847958581,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
17,4972.0,1197848029430,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
18,3102.0,1197848129152,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
19,5090.0,1197848192463,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
20,3917.0,1197848294389,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
21,4220.0,1197848373110,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
22,3468.0,1197848458338,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
23,4405.0,1197848528624,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
24,6970.0,1197848618074,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
25,4029.0,1197848755663,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
26,5469.0,1197848837021,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
27,4667.0,1197848941534,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
28,3614.0,1197849034910,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
29,4226.0,1197849108104,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
30,7560.0,1197849190050,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
31,3588.0,1197849340230,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0
32,4148.0,1197849409733,5.0,0.0,100.0,100.0,100.0,100.0,0.02,10.0,1.0,1.0,100.0

End Time: Dec 16, 2007 5:58:14 PM
