Timestamp: Dec 16, 2007 5:59:57 PM
AgentEnergy: 10.0
AgentExtinguishBonus: 1.0
AgentShotStrengthPercent: 100.0
AgentVisibility: 50.0
GridSize: 100.0
IgnitionProbability: 0.02
MaxFireStrength: 100.0
MaxFlamability: 100.0
MaxFuelLevel: 100.0
NumberOfFirefighters: 10.0
NumberOfFires: 1.0
ShowFlamability: false
ShowFuelLevel: false


"run","tick","RngSeed","numberOfFires","numberOfFirefighters","maxFlamability","maxFuelLevel","maxFireStrength","gridSize","ignitionProbability","agentEnergy","agentVisibility","agentExtinguishBonus","agentShotStrengthPercent"
1,226.0,1,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
2,27.0,1197849599812,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
3,267.0,1197849600156,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
4,93.0,1197849602671,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
5,222.0,1197849603656,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
6,72.0,1197849605796,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
7,37.0,1197849606546,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
8,61.0,1197849606937,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
9,8.0,1197849607625,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
10,214.0,1197849607750,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
11,11.0,1197849609828,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
12,21.0,1197849609984,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
13,41.0,1197849610265,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
14,238.0,1197849610734,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
15,164.0,1197849612984,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
16,145.0,1197849614531,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
17,12.0,1197849615953,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
18,41.0,1197849616109,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
19,49.0,1197849616578,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
20,82.0,1197849617109,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
21,47.0,1197849617968,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
22,161.0,1197849618484,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
23,151.0,1197849620062,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
24,201.0,1197849621531,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
25,16.0,1197849623500,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
26,163.0,1197849623750,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
27,127.0,1197849625312,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
28,114.0,1197849626593,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
29,195.0,1197849627734,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
30,9.0,1197849629656,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
31,83.0,1197849629796,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
32,31.0,1197849630703,1.0,10.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0

End Time: Dec 16, 2007 6:00:31 PM
