Timestamp: Dec 16, 2007 9:08:57 PM
AgentEnergy: 10.0
AgentExtinguishBonus: 1.0
AgentShotStrengthPercent: 100.0
AgentVisibility: 50.0
GridSize: 100.0
IgnitionProbability: 0.02
MaxFireStrength: 100.0
MaxFlamability: 100.0
MaxFuelLevel: 100.0
NumberOfFirefighters: 50.0
NumberOfFires: 10.0
ShowFlamability: false
ShowFuelLevel: false


"run","tick","RngSeed","numberOfFires","numberOfFirefighters","maxFlamability","maxFuelLevel","maxFireStrength","gridSize","ignitionProbability","agentEnergy","agentVisibility","agentExtinguishBonus","agentShotStrengthPercent"
1,142.0,1,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
2,91.0,1197860943211,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
3,103.0,1197860947066,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
4,224.0,1197860951396,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
5,124.0,1197860959720,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
6,219.0,1197860964719,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
7,118.0,1197860973064,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
8,108.0,1197860977694,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
9,192.0,1197860981573,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
10,167.0,1197860988994,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
11,107.0,1197860995277,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
12,110.0,1197860999745,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
13,89.0,1197861003909,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
14,123.0,1197861007512,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
15,188.0,1197861012294,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
16,93.0,1197861019109,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
17,117.0,1197861022816,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
18,153.0,1197861027541,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
19,278.0,1197861033529,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
20,100.0,1197861043566,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
21,128.0,1197861047626,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
22,88.0,1197861052596,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
23,177.0,1197861055785,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
24,53.0,1197861062441,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
25,158.0,1197861064992,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
26,201.0,1197861070784,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
27,98.0,1197861078350,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
28,90.0,1197861082548,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
29,151.0,1197861086224,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
30,103.0,1197861091893,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
31,156.0,1197861095869,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
32,120.0,1197861101657,10.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0

End Time: Dec 16, 2007 9:11:46 PM
