Timestamp: Dec 16, 2007 9:54:55 PM
AgentEnergy: 10.0
AgentExtinguishBonus: 1.0
AgentShotStrengthPercent: 100.0
AgentVisibility: 50.0
GridSize: 100.0
IgnitionProbability: 0.02
MaxFireStrength: 100.0
MaxFlamability: 100.0
MaxFuelLevel: 100.0
NumberOfFirefighters: 50.0
NumberOfFires: 500.0
ShowFlamability: false
ShowFuelLevel: false


"run","tick","RngSeed","numberOfFires","numberOfFirefighters","maxFlamability","maxFuelLevel","maxFireStrength","gridSize","ignitionProbability","agentEnergy","agentVisibility","agentExtinguishBonus","agentShotStrengthPercent"
1,580.0,1,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
2,594.0,1197863717799,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
3,583.0,1197863740546,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
4,605.0,1197863762447,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
5,622.0,1197863785175,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
6,597.0,1197863808968,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
7,592.0,1197863831894,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
8,629.0,1197863854210,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
9,598.0,1197863877212,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
10,571.0,1197863899846,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
11,561.0,1197863921685,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
12,544.0,1197863943124,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
13,610.0,1197863964162,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
14,555.0,1197863986890,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
15,569.0,1197864008400,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
16,600.0,1197864029635,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
17,540.0,1197864052638,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
18,539.0,1197864072753,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
19,575.0,1197864092978,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
20,626.0,1197864114768,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
21,603.0,1197864138055,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
22,598.0,1197864160472,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
23,533.0,1197864183113,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
24,558.0,1197864203244,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
25,583.0,1197864224528,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
26,582.0,1197864246122,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
27,593.0,1197864268211,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
28,546.0,1197864290253,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
29,587.0,1197864311080,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
30,589.0,1197864332750,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
31,574.0,1197864354596,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0
32,585.0,1197864376273,500.0,50.0,100.0,100.0,100.0,100.0,0.02,10.0,50.0,1.0,100.0

End Time: Dec 16, 2007 10:06:37 PM
